ID,Header Size,Payload Size,Packet Size,Average Packet Size,Average Payload Size,Average Header Size,Throughput,
1,20,408,462,965.0,911.0,20.0,62.93174904158096,
2,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
3,20,0,54,965.0,911.0,20.0,62.93174904158096,
4,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
5,20,178,232,965.0,911.0,20.0,62.93174904158096,
6,20,46,100,965.0,911.0,20.0,62.93174904158096,
7,20,0,54,965.0,911.0,20.0,62.93174904158096,
8,20,46,100,965.0,911.0,20.0,62.93174904158096,
9,20,0,54,965.0,911.0,20.0,62.93174904158096,
10,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
11,20,12,66,965.0,911.0,20.0,62.93174904158096,
12,20,0,54,965.0,911.0,20.0,62.93174904158096,
13,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
14,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
15,20,0,54,965.0,911.0,20.0,62.93174904158096,
16,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
17,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
18,20,0,54,965.0,911.0,20.0,62.93174904158096,
19,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
20,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
21,20,0,54,965.0,911.0,20.0,62.93174904158096,
22,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
23,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
24,20,0,54,965.0,911.0,20.0,62.93174904158096,
25,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
26,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
27,20,0,54,965.0,911.0,20.0,62.93174904158096,
28,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
29,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
30,20,0,54,965.0,911.0,20.0,62.93174904158096,
31,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
32,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
33,20,0,54,965.0,911.0,20.0,62.93174904158096,
34,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
35,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
36,20,0,54,965.0,911.0,20.0,62.93174904158096,
37,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
38,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
39,20,0,54,965.0,911.0,20.0,62.93174904158096,
40,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
41,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
42,20,0,54,965.0,911.0,20.0,62.93174904158096,
43,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
44,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
45,20,0,54,965.0,911.0,20.0,62.93174904158096,
46,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
47,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
48,20,0,54,965.0,911.0,20.0,62.93174904158096,
49,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
50,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
51,20,0,54,965.0,911.0,20.0,62.93174904158096,
52,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
53,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
54,20,0,54,965.0,911.0,20.0,62.93174904158096,
55,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
56,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
57,20,0,54,965.0,911.0,20.0,62.93174904158096,
58,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
59,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
60,20,0,54,965.0,911.0,20.0,62.93174904158096,
61,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
62,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
63,20,0,54,965.0,911.0,20.0,62.93174904158096,
64,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
65,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
66,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
67,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
68,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
69,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
70,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
71,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
72,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
73,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
74,20,0,54,965.0,911.0,20.0,62.93174904158096,
75,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
76,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
77,32,0,66,965.0,911.0,20.0,62.93174904158096,
78,20,1195,1249,965.0,911.0,20.0,62.93174904158096,
79,32,0,66,965.0,911.0,20.0,62.93174904158096,
80,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
81,20,0,54,965.0,911.0,20.0,62.93174904158096,
82,20,1386,1440,965.0,911.0,20.0,62.93174904158096,
83,20,14,68,965.0,911.0,20.0,62.93174904158096,
